ordernumber,orderdate,city,state,territory,postalcode,productcode,productline,quantityordered,priceeach,msrp,sales,sales_pred_rf,ano,mes,dia_semana,error_prediccion,porcentaje_error_prediccion
10272,2004-07-20,Allentown,PA,No asignado,70267,S18_4027,Classic Cars,25,100.0,143,3734.0,3635.35,2004,7,Tuesday,-98.65,-0.03
10282,2004-08-20,San Rafael,CA,No asignado,97562,S18_4027,Classic Cars,31,100.0,143,4674.8,4302.36,2004,8,Friday,-372.44,-0.08
10292,2004-09-08,NYC,NY,No asignado,10022,S18_4027,Classic Cars,44,100.0,143,7140.76,6598.36,2004,9,Wednesday,-542.4,-0.08
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4027,Classic Cars,23,100.0,143,3600.65,3360.04,2004,10,Thursday,-240.61,-0.07
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S18_4027,Classic Cars,29,100.0,143,4206.74,4186.72,2004,10,Friday,-20.02,-0.0
10324,2004-11-05,NYC,NY,No asignado,10022,S18_4027,Classic Cars,49,100.0,143,5379.71,6502.9,2004,11,Friday,1123.19,0.21
10337,2004-11-21,NYC,NY,No asignado,10022,S18_4027,Classic Cars,36,100.0,143,5679.36,5136.03,2004,11,Sunday,-543.33,-0.1
10349,2004-12-01,NYC,NY,No asignado,10022,S18_4027,Classic Cars,34,100.0,143,4394.84,4724.62,2004,12,Wednesday,329.78,0.08
10358,2004-12-10,Madrid,No asignado,EMEA,28034,S18_4027,Classic Cars,25,100.0,143,2528.25,3365.44,2004,12,Friday,837.19,0.33
10372,2005-01-26,Minato-ku,Tokyo,Japan,106-0032,S18_4027,Classic Cars,48,100.0,143,7031.52,6610.02,2005,1,Wednesday,-421.5,-0.06
10383,2005-02-22,Madrid,No asignado,EMEA,28034,S18_4027,Classic Cars,38,100.0,143,5340.9,5649.48,2005,2,Tuesday,308.58,0.06
10394,2005-03-15,Madrid,No asignado,EMEA,28034,S18_4027,Classic Cars,37,100.0,143,6376.58,5440.24,2005,3,Tuesday,-936.34,-0.15
10413,2005-05-05,Bridgewater,CT,No asignado,97562,S18_4027,Classic Cars,49,100.0,143,6896.75,6507.7,2005,5,Thursday,-389.05,-0.06
10100,2003-01-06,Nashua,NH,No asignado,62005,S18_4409,Vintage Cars,22,86.51,92,1903.22,1905.35,2003,1,Monday,2.13,0.0
10110,2003-03-18,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4409,Vintage Cars,28,89.27,92,2499.56,2581.59,2003,3,Tuesday,82.03,0.03
10124,2003-05-21,Las Vegas,NV,No asignado,83030,S18_4409,Vintage Cars,36,85.59,92,3081.24,3081.17,2003,5,Wednesday,-0.07,-0.0
10148,2003-09-11,North Sydney,NSW,APAC,2060,S18_4409,Vintage Cars,34,100.0,92,3598.22,4109.89,2003,9,Thursday,511.67,0.14
10162,2003-10-18,San Francisco,CA,No asignado,00000,S18_4409,Vintage Cars,39,100.0,92,3912.09,4256.42,2003,10,Saturday,344.33,0.09
10173,2003-11-05,Bergamo,No asignado,EMEA,24100,S18_4409,Vintage Cars,21,75.46,92,1584.66,1561.9,2003,11,Wednesday,-22.76,-0.01
10182,2003-11-12,San Rafael,CA,No asignado,97562,S18_4409,Vintage Cars,36,100.0,92,3942.72,4027.87,2003,11,Wednesday,85.15,0.02
10193,2003-11-21,Glen Waverly,Victoria,APAC,3150,S18_4409,Vintage Cars,24,97.55,92,2341.2,2324.28,2003,11,Friday,-16.92,-0.01
10204,2003-12-02,NYC,NY,No asignado,10022,S18_4409,Vintage Cars,29,85.59,92,2482.11,2478.31,2003,12,Tuesday,-3.8,-0.0
10213,2004-01-22,London,Isle of Wight,EMEA,WA1 1DP,S18_4409,Vintage Cars,38,94.79,92,3602.02,3590.56,2004,1,Thursday,-11.46,-0.0
10227,2004-03-02,Lyon,No asignado,EMEA,69004,S18_4409,Vintage Cars,34,100.0,92,3566.94,3613.13,2004,3,Tuesday,46.19,0.01
10241,2004-04-13,Strasbourg,No asignado,EMEA,67000,S18_4409,Vintage Cars,42,90.19,92,3787.98,3759.3,2004,4,Tuesday,-28.68,-0.01
10280,2004-08-17,Torino,No asignado,EMEA,10100,S18_4409,Vintage Cars,35,100.0,92,3704.05,3852.78,2004,8,Tuesday,148.73,0.04
10288,2004-09-01,Singapore,No asignado,APAC,69045,S18_4409,Vintage Cars,35,80.99,92,2834.65,2849.05,2004,9,Wednesday,14.4,0.01
10302,2003-10-06,Liverpool,Isle of Wight,EMEA,WX1 6LT,S18_4409,Vintage Cars,38,89.27,92,3392.26,3390.6,2003,10,Monday,-1.66,-0.0
10311,2004-10-16,Madrid,No asignado,EMEA,28034,S18_4409,Vintage Cars,41,81.91,92,3358.31,3359.51,2004,10,Saturday,1.2,0.0
10332,2004-11-17,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4409,Vintage Cars,50,100.0,92,7310.0,6390.44,2004,11,Wednesday,-919.56,-0.13
10344,2004-11-25,Marseille,No asignado,EMEA,13008,S18_4409,Vintage Cars,21,100.0,92,2203.11,2351.42,2004,11,Thursday,148.31,0.07
10367,2005-01-12,Pasadena,CA,No asignado,90003,S18_4409,Vintage Cars,43,62.72,92,2696.96,2708.67,2005,1,Wednesday,11.71,0.0
10380,2005-02-16,Madrid,No asignado,EMEA,28034,S18_4409,Vintage Cars,32,100.0,92,3376.64,3417.63,2005,2,Wednesday,40.99,0.01
10407,2005-04-22,San Jose,CA,No asignado,94217,S18_4409,Vintage Cars,6,90.19,92,541.14,1472.84,2005,4,Friday,931.7,1.72
10420,2005-05-29,Chatswood,NSW,APAC,2067,S18_4409,Vintage Cars,66,92.95,92,6134.7,6523.8,2005,5,Sunday,389.1,0.06
10105,2003-02-11,Kobenhavn,No asignado,EMEA,1734,S18_4522,Vintage Cars,41,82.5,87,3382.5,3378.35,2003,2,Tuesday,-4.15,-0.0
10117,2003-04-16,Singapore,No asignado,Japan,79903,S18_4522,Vintage Cars,23,97.42,87,2240.66,2220.02,2003,4,Wednesday,-20.64,-0.01
10128,2003-06-06,Madrid,No asignado,EMEA,28034,S18_4522,Vintage Cars,43,92.16,87,3962.88,4024.51,2003,6,Friday,61.63,0.02
10142,2003-08-08,San Rafael,CA,No asignado,97562,S18_4522,Vintage Cars,24,70.22,87,1685.28,1721.65,2003,8,Friday,36.37,0.02
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S18_4522,Vintage Cars,22,83.38,87,1834.36,1883.12,2003,9,Sunday,48.76,0.03
10166,2003-10-21,New Bedford,MA,No asignado,50553,S18_4522,Vintage Cars,26,73.73,87,1916.98,1945.66,2003,10,Tuesday,28.68,0.01
10177,2003-11-07,Madrid,No asignado,EMEA,28023,S18_4522,Vintage Cars,35,74.6,87,2611.0,2620.5,2003,11,Friday,9.5,0.0
10185,2003-11-14,New Bedford,MA,No asignado,50553,S18_4522,Vintage Cars,47,77.24,87,3630.28,3664.72,2003,11,Friday,34.44,0.01
10197,2003-11-26,Barcelona,No asignado,EMEA,8022,S18_4522,Vintage Cars,50,100.0,87,5090.5,6265.93,2003,11,Wednesday,1175.43,0.23
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S18_4522,Vintage Cars,45,87.77,87,3949.65,3977.3,2004,1,Friday,27.65,0.01
10221,2004-02-18,Bruxelles,No asignado,EMEA,B-1180,S18_4522,Vintage Cars,39,89.53,87,3491.67,3456.35,2004,2,Wednesday,-35.32,-0.01
10232,2004-03-20,Cowes,Isle of Wight,EMEA,PO31 7PJ,S18_4522,Vintage Cars,23,89.53,87,2059.19,2031.08,2004,3,Saturday,-28.11,-0.01
10248,2004-05-07,NYC,NY,No asignado,10022,S18_4522,Vintage Cars,42,75.48,87,3170.16,3178.96,2004,5,Friday,8.8,0.0
10261,2004-06-17,Montreal,Quebec,No asignado,H1J 1C3,S18_4522,Vintage Cars,20,89.53,87,1790.6,1670.38,2004,6,Thursday,-120.22,-0.07
10273,2004-07-21,Bruxelles,No asignado,EMEA,B-1180,S18_4522,Vintage Cars,33,71.09,87,2345.97,2353.6,2004,7,Wednesday,7.63,0.0
10283,2004-08-20,Tsawassen,BC,No asignado,T2F 8M4,S18_4522,Vintage Cars,34,100.0,87,3580.88,3589.91,2004,8,Friday,9.03,0.0
10293,2004-09-09,Torino,No asignado,EMEA,10100,S18_4522,Vintage Cars,49,100.0,87,4946.06,5380.35,2004,9,Thursday,434.29,0.09
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4522,Vintage Cars,39,90.4,87,3525.6,3500.61,2004,10,Thursday,-24.99,-0.01
10315,2004-10-29,Nantes,No asignado,EMEA,44000,S18_4522,Vintage Cars,36,100.0,87,3602.16,4110.35,2004,10,Friday,508.19,0.14
10326,2004-11-09,Lule,No asignado,EMEA,S-958 22,S18_4522,Vintage Cars,50,86.01,87,4300.5,4219.24,2004,11,Tuesday,-81.26,-0.02
10337,2004-11-21,NYC,NY,No asignado,10022,S18_4522,Vintage Cars,29,100.0,87,4498.19,3016.02,2004,11,Sunday,-1482.17,-0.33
10350,2004-12-02,Madrid,No asignado,EMEA,28034,S18_4522,Vintage Cars,30,100.0,87,3023.1,3092.82,2004,12,Thursday,69.72,0.02
10372,2005-01-26,Minato-ku,Tokyo,Japan,106-0032,S18_4522,Vintage Cars,41,86.89,87,3562.49,3550.56,2005,1,Wednesday,-11.93,-0.0
10383,2005-02-22,Madrid,No asignado,EMEA,28034,S18_4522,Vintage Cars,28,58.58,87,1640.24,1642.65,2005,2,Tuesday,2.41,0.0
10396,2005-03-23,San Rafael,CA,No asignado,97562,S18_4522,Vintage Cars,45,100.0,87,4739.4,5123.1,2005,3,Wednesday,383.7,0.08
10414,2005-05-06,Boston,MA,No asignado,51003,S18_4522,Vintage Cars,16,75.48,87,1207.68,1302.26,2005,5,Friday,94.58,0.08
10103,2003-01-29,Stavern,No asignado,EMEA,4110,S18_4600,Trucks and Buses,36,100.0,121,4228.2,4409.33,2003,1,Wednesday,181.13,0.04
10114,2003-04-01,Paris,No asignado,EMEA,75012,S18_4600,Trucks and Buses,41,100.0,121,4815.45,4763.57,2003,4,Tuesday,-51.88,-0.01
10126,2003-05-28,Madrid,No asignado,EMEA,28023,S18_4600,Trucks and Buses,50,100.0,121,7083.0,6574.72,2003,5,Wednesday,-508.28,-0.07
10140,2003-07-24,Burlingame,CA,No asignado,94217,S18_4600,Trucks and Buses,40,100.0,121,4601.2,4796.87,2003,7,Thursday,195.67,0.04
10150,2003-09-19,Singapore,No asignado,Japan,79903,S18_4600,Trucks and Buses,49,100.0,121,6467.02,6344.7,2003,9,Friday,-122.32,-0.02
10164,2003-10-21,Graz,No asignado,EMEA,8010,S18_4600,Trucks and Buses,45,100.0,121,5012.55,5633.04,2003,10,Tuesday,620.49,0.12
10175,2003-11-06,London,Isle of Wight,EMEA,WX3 6FW,S18_4600,Trucks and Buses,47,100.0,121,5121.59,5929.96,2003,11,Thursday,808.37,0.16
10183,2003-11-13,Philadelphia,PA,No asignado,71270,S18_4600,Trucks and Buses,21,100.0,121,2441.04,2498.05,2003,11,Thursday,57.01,0.02
10194,2003-11-25,Lyon,No asignado,EMEA,69004,S18_4600,Trucks and Buses,32,100.0,121,4262.08,4129.59,2003,11,Tuesday,-132.49,-0.03
10207,2003-12-09,Boston,MA,No asignado,51003,S18_4600,Trucks and Buses,47,100.0,121,6658.02,6089.77,2003,12,Tuesday,-568.25,-0.09
10217,2004-02-04,Singapore,No asignado,APAC,69045,S18_4600,Trucks and Buses,38,100.0,121,4509.08,4795.68,2004,2,Wednesday,286.6,0.06
10229,2004-03-11,San Rafael,CA,No asignado,97562,S18_4600,Trucks and Buses,41,100.0,121,4716.23,4851.22,2004,3,Thursday,134.99,0.03
10245,2004-05-04,New Haven,CT,No asignado,97823,S18_4600,Trucks and Buses,21,100.0,121,2390.22,2493.75,2004,5,Tuesday,103.53,0.04
10259,2004-06-15,Singapore,No asignado,APAC,69045,S18_4600,Trucks and Buses,41,100.0,121,4666.62,4875.61,2004,6,Tuesday,208.99,0.04
10270,2004-07-19,Chatswood,NSW,APAC,2067,S18_4600,Trucks and Buses,38,100.0,121,5383.08,4798.94,2004,7,Monday,-584.14,-0.11
10281,2004-08-19,Allentown,PA,No asignado,70267,S18_4600,Trucks and Buses,25,99.29,121,2482.25,2474.52,2004,8,Thursday,-7.73,-0.0
10291,2004-09-08,Boras,No asignado,EMEA,S-844 67,S18_4600,Trucks and Buses,48,100.0,121,5288.64,5805.53,2004,9,Wednesday,516.89,0.1
10305,2004-10-13,Cambridge,MA,No asignado,51247,S18_4600,Trucks and Buses,22,99.29,121,2184.38,2170.79,2004,10,Wednesday,-13.59,-0.01
10313,2004-10-22,Vancouver,BC,No asignado,V3F 2K1,S18_4600,Trucks and Buses,28,100.0,121,2881.76,3270.03,2004,10,Friday,388.27,0.13
10323,2004-11-05,Frankfurt,No asignado,EMEA,60528,S18_4600,Trucks and Buses,47,100.0,121,6203.06,5929.96,2004,11,Friday,-273.1,-0.04
10334,2004-11-19,Lule,No asignado,EMEA,S-958 22,S18_4600,Trucks and Buses,49,100.0,121,6763.47,6206.06,2004,11,Friday,-557.41,-0.08
10347,2004-11-29,Melbourne,Victoria,APAC,3004,S18_4600,Trucks and Buses,45,100.0,121,5884.65,5622.16,2004,11,Monday,-262.49,-0.04
10357,2004-12-10,San Rafael,CA,No asignado,97562,S18_4600,Trucks and Buses,28,100.0,121,3559.64,3328.35,2004,12,Friday,-231.29,-0.06
10370,2005-01-20,North Sydney,NSW,APAC,2060,S18_4600,Trucks and Buses,29,57.53,121,1668.37,1677.84,2005,1,Thursday,9.47,0.01
10382,2005-02-17,San Rafael,CA,No asignado,97562,S18_4600,Trucks and Buses,39,100.0,121,4890.6,4754.43,2005,2,Thursday,-136.17,-0.03
10411,2005-05-01,Montreal,Quebec,No asignado,H1J 1C3,S18_4600,Trucks and Buses,46,100.0,121,5235.72,5978.55,2005,5,Sunday,742.83,0.14
10425,2005-05-31,Nantes,No asignado,EMEA,44000,S18_4600,Trucks and Buses,38,100.0,121,4325.16,4672.72,2005,5,Tuesday,347.56,0.08
10103,2003-01-29,Stavern,No asignado,EMEA,4110,S18_4668,Vintage Cars,41,47.29,50,1938.89,1914.2,2003,1,Wednesday,-24.69,-0.01
10113,2003-03-26,San Rafael,CA,No asignado,97562,S18_4668,Vintage Cars,50,49.81,50,2490.5,2441.08,2003,3,Wednesday,-49.42,-0.02
10126,2003-05-28,Madrid,No asignado,EMEA,28023,S18_4668,Vintage Cars,43,53.83,50,2314.69,2365.8,2003,5,Wednesday,51.11,0.02
10140,2003-07-24,Burlingame,CA,No asignado,94217,S18_4668,Vintage Cars,29,43.27,50,1254.83,1252.72,2003,7,Thursday,-2.11,-0.0
10150,2003-09-19,Singapore,No asignado,Japan,79903,S18_4668,Vintage Cars,30,42.76,50,1282.8,1266.6,2003,9,Friday,-16.2,-0.01
10164,2003-10-21,Graz,No asignado,EMEA,8010,S18_4668,Vintage Cars,25,53.83,50,1345.75,1348.22,2003,10,Tuesday,2.47,0.0
10174,2003-11-06,South Brisbane,Queensland,APAC,4101,S18_4668,Vintage Cars,49,44.78,50,2194.22,2203.53,2003,11,Thursday,9.31,0.0
10183,2003-11-13,Philadelphia,PA,No asignado,71270,S18_4668,Vintage Cars,40,49.3,50,1972.0,1983.48,2003,11,Thursday,11.48,0.01
10194,2003-11-25,Lyon,No asignado,EMEA,69004,S18_4668,Vintage Cars,41,44.78,50,1835.98,1830.09,2003,11,Tuesday,-5.89,-0.0
10206,2003-12-05,Vancouver,BC,No asignado,V3F 2K1,S18_4668,Vintage Cars,21,53.33,50,1119.93,1126.8,2003,12,Friday,6.87,0.01
10215,2004-01-29,Burbank,CA,No asignado,94019,S18_4668,Vintage Cars,46,45.28,50,2082.88,2095.14,2004,1,Thursday,12.26,0.01
10229,2004-03-11,San Rafael,CA,No asignado,97562,S18_4668,Vintage Cars,39,40.25,50,1569.75,1580.45,2004,3,Thursday,10.7,0.01
10245,2004-05-04,New Haven,CT,No asignado,97823,S18_4668,Vintage Cars,45,59.87,50,2694.15,2693.58,2004,5,Tuesday,-0.57,-0.0
10258,2004-06-15,Minato-ku,Tokyo,Japan,106-0032,S18_4668,Vintage Cars,21,59.87,50,1257.27,1232.85,2004,6,Tuesday,-24.42,-0.02
10270,2004-07-19,Chatswood,NSW,APAC,2067,S18_4668,Vintage Cars,44,58.36,50,2567.84,2566.33,2004,7,Monday,-1.51,-0.0
10281,2004-08-19,Allentown,PA,No asignado,70267,S18_4668,Vintage Cars,44,59.87,50,2634.28,2633.72,2004,8,Thursday,-0.56,-0.0
10291,2004-09-08,Boras,No asignado,EMEA,S-844 67,S18_4668,Vintage Cars,29,51.82,50,1502.78,1497.93,2004,9,Wednesday,-4.85,-0.0
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S18_4668,Vintage Cars,34,49.3,50,1676.2,1669.08,2004,10,Monday,-7.12,-0.0
10312,2004-10-21,San Rafael,CA,No asignado,97562,S18_4668,Vintage Cars,39,56.85,50,2217.15,2217.83,2004,10,Thursday,0.68,0.0
10324,2004-11-05,NYC,NY,No asignado,10022,S18_4668,Vintage Cars,38,100.0,50,6832.02,5743.15,2004,11,Friday,-1088.87,-0.16
10333,2004-11-18,San Francisco,CA,No asignado,00000,S18_4668,Vintage Cars,24,79.86,50,1916.64,1916.75,2004,11,Thursday,0.11,0.0
10348,2004-11-01,Madrid,No asignado,EMEA,28023,S18_4668,Vintage Cars,29,100.0,50,7110.8,4859.39,2004,11,Monday,-2251.41,-0.32
10358,2004-12-10,Madrid,No asignado,EMEA,28034,S18_4668,Vintage Cars,30,100.0,50,5302.8,4855.23,2004,12,Friday,-447.57,-0.08
10370,2005-01-20,North Sydney,NSW,APAC,2060,S18_4668,Vintage Cars,20,100.0,50,2730.0,2603.16,2005,1,Thursday,-126.84,-0.05
10382,2005-02-17,San Rafael,CA,No asignado,97562,S18_4668,Vintage Cars,39,100.0,50,7827.3,5791.79,2005,2,Thursday,-2035.51,-0.26
10411,2005-05-01,Montreal,Quebec,No asignado,H1J 1C3,S18_4668,Vintage Cars,35,59.87,50,2095.45,2099.56,2005,5,Sunday,4.11,0.0
10424,2005-05-31,Madrid,No asignado,EMEA,28034,S18_4668,Vintage Cars,26,59.87,50,1556.62,1551.02,2005,5,Tuesday,-5.6,-0.0
10108,2003-03-03,Makati City,No asignado,Japan,1227 MM,S18_4721,Classic Cars,44,100.0,148,5565.12,6059.96,2003,3,Monday,494.84,0.09
10122,2003-05-08,Marseille,No asignado,EMEA,13008,S18_4721,Classic Cars,28,100.0,148,3583.16,4107.14,2003,5,Thursday,523.98,0.15
10135,2003-07-02,San Rafael,CA,No asignado,97562,S18_4721,Classic Cars,31,100.0,148,4705.18,4437.85,2003,7,Wednesday,-267.33,-0.06
10146,2003-09-03,Glendale,CT,No asignado,97561,S18_4721,Classic Cars,29,100.0,148,4444.54,4329.84,2003,9,Wednesday,-114.7,-0.03
10159,2003-10-10,San Francisco,CA,No asignado,00000,S18_4721,Classic Cars,32,100.0,148,4618.88,4485.21,2003,10,Friday,-133.67,-0.03
10169,2003-11-04,North Sydney,NSW,APAC,2060,S18_4721,Classic Cars,33,100.0,148,4910.4,4677.0,2003,11,Tuesday,-233.4,-0.05
10180,2003-11-11,Lille,No asignado,EMEA,59000,S18_4721,Classic Cars,44,100.0,148,5565.12,5970.41,2003,11,Tuesday,405.29,0.07
10191,2003-11-20,Koln,No asignado,EMEA,50739,S18_4721,Classic Cars,32,100.0,148,4237.76,4551.52,2003,11,Thursday,313.76,0.07
10211,2004-01-15,Paris,No asignado,EMEA,75016,S18_4721,Classic Cars,41,100.0,148,5673.58,5880.48,2004,1,Thursday,206.9,0.04
10225,2004-02-22,Gensve,No asignado,EMEA,1203,S18_4721,Classic Cars,35,100.0,148,5260.15,4912.78,2004,2,Sunday,-347.37,-0.07
10238,2004-04-09,Kobenhavn,No asignado,EMEA,1734,S18_4721,Classic Cars,44,100.0,148,6350.96,5970.41,2004,4,Friday,-380.55,-0.06
10252,2004-05-26,Paris,No asignado,EMEA,75016,S18_4721,Classic Cars,26,100.0,148,3559.4,3616.82,2004,5,Wednesday,57.42,0.02
10264,2004-06-30,Boston,MA,No asignado,51003,S18_4721,Classic Cars,20,100.0,148,2410.6,3024.42,2004,6,Wednesday,613.82,0.25
10276,2004-08-02,Brickhaven,MA,No asignado,58339,S18_4721,Classic Cars,48,100.0,148,5713.92,6555.05,2004,8,Monday,841.13,0.15
10287,2004-08-30,Gensve,No asignado,EMEA,1203,S18_4721,Classic Cars,34,100.0,148,4300.32,4789.05,2004,8,Monday,488.73,0.11
10299,2004-09-30,Helsinki,No asignado,EMEA,21240,S18_4721,Classic Cars,49,100.0,148,7947.31,6856.79,2004,9,Thursday,-1090.52,-0.14
10310,2004-10-16,Koln,No asignado,EMEA,50739,S18_4721,Classic Cars,40,100.0,148,5356.8,5933.03,2004,10,Saturday,576.23,0.11
10319,2004-11-03,NYC,NY,No asignado,10022,S18_4721,Classic Cars,45,100.0,148,7901.1,6836.47,2004,11,Wednesday,-1064.63,-0.13
10330,2004-11-16,Makati City,No asignado,Japan,1227 MM,S18_4721,Classic Cars,50,100.0,148,6101.0,6966.53,2004,11,Tuesday,865.53,0.14
10342,2004-11-24,Melbourne,Victoria,APAC,3004,S18_4721,Classic Cars,38,100.0,148,6276.46,5979.73,2004,11,Wednesday,-296.73,-0.05
10355,2004-12-07,Madrid,No asignado,EMEA,28034,S18_4721,Classic Cars,25,100.0,148,4203.5,3767.3,2004,12,Tuesday,-436.2,-0.1
10363,2005-01-06,Espoo,No asignado,EMEA,FIN-02271,S18_4721,Classic Cars,28,58.18,148,1629.04,1632.89,2005,1,Thursday,3.85,0.0
10378,2005-02-10,Madrid,No asignado,EMEA,28034,S18_4721,Classic Cars,49,67.14,148,3289.86,3295.96,2005,2,Thursday,6.1,0.0
10390,2005-03-04,San Rafael,CA,No asignado,97562,S18_4721,Classic Cars,49,100.0,148,6862.94,6799.87,2005,3,Friday,-63.07,-0.01
10110,2003-03-18,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4933,Classic Cars,42,61.29,71,2574.18,2578.37,2003,3,Tuesday,4.19,0.0
10124,2003-05-21,Las Vegas,NV,No asignado,83030,S18_4933,Classic Cars,23,57.73,71,1327.79,1348.82,2003,5,Wednesday,21.03,0.02
10148,2003-09-11,North Sydney,NSW,APAC,2060,S18_4933,Classic Cars,29,81.25,71,2356.25,2339.13,2003,9,Thursday,-17.12,-0.01
10161,2003-10-17,Aaarhus,No asignado,EMEA,8200,S18_4933,Classic Cars,25,80.54,71,2013.5,2017.39,2003,10,Friday,3.89,0.0
10173,2003-11-05,Bergamo,No asignado,EMEA,24100,S18_4933,Classic Cars,39,71.98,71,2807.22,2781.6,2003,11,Wednesday,-25.62,-0.01
10182,2003-11-12,San Rafael,CA,No asignado,97562,S18_4933,Classic Cars,44,69.84,71,3072.96,3072.9,2003,11,Wednesday,-0.06,-0.0
10193,2003-11-21,Glen Waverly,Victoria,APAC,3150,S18_4933,Classic Cars,25,76.26,71,1906.5,1913.17,2003,11,Friday,6.67,0.0
10204,2003-12-02,NYC,NY,No asignado,10022,S18_4933,Classic Cars,45,76.26,71,3431.7,3438.1,2003,12,Tuesday,6.4,0.0
10213,2004-01-22,London,Isle of Wight,EMEA,WA1 1DP,S18_4933,Classic Cars,25,83.39,71,2084.75,2100.4,2004,1,Thursday,15.65,0.01
10227,2004-03-02,Lyon,No asignado,EMEA,69004,S18_4933,Classic Cars,37,57.73,71,2136.01,2139.87,2004,3,Tuesday,3.86,0.0
10241,2004-04-13,Strasbourg,No asignado,EMEA,67000,S18_4933,Classic Cars,30,66.99,71,2009.7,2006.6,2004,4,Tuesday,-3.1,-0.0
10267,2004-07-07,NYC,NY,No asignado,10022,S18_4933,Classic Cars,36,75.55,71,2719.8,2715.5,2004,7,Wednesday,-4.3,-0.0
10279,2004-08-09,Madrid,No asignado,EMEA,28034,S18_4933,Classic Cars,26,60.58,71,1575.08,1569.05,2004,8,Monday,-6.03,-0.0
10288,2004-09-01,Singapore,No asignado,APAC,69045,S18_4933,Classic Cars,23,73.41,71,1688.43,1684.65,2004,9,Wednesday,-3.78,-0.0
10302,2003-10-06,Liverpool,Isle of Wight,EMEA,WX1 6LT,S18_4933,Classic Cars,23,72.7,71,1672.1,1665.83,2003,10,Monday,-6.27,-0.0
10311,2004-10-16,Madrid,No asignado,EMEA,28034,S18_4933,Classic Cars,25,66.99,71,1674.75,1669.19,2004,10,Saturday,-5.56,-0.0
10332,2004-11-17,Manchester,Isle of Wight,EMEA,EC2 5NT,S18_4933,Classic Cars,21,100.0,71,3472.98,3076.42,2004,11,Wednesday,-396.56,-0.11
10344,2004-11-25,Marseille,No asignado,EMEA,13008,S18_4933,Classic Cars,26,63.43,71,1649.18,1629.1,2004,11,Thursday,-20.08,-0.01
10367,2005-01-12,Pasadena,CA,No asignado,90003,S18_4933,Classic Cars,44,85.25,71,3751.0,3738.39,2005,1,Wednesday,-12.61,-0.0
10380,2005-02-16,Madrid,No asignado,EMEA,28034,S18_4933,Classic Cars,24,100.0,71,4536.0,3692.98,2005,2,Wednesday,-843.02,-0.19
10407,2005-04-22,San Jose,CA,No asignado,94217,S18_4933,Classic Cars,66,66.99,71,4421.34,3856.29,2005,4,Friday,-565.05,-0.13
10420,2005-05-29,Chatswood,NSW,APAC,2067,S18_4933,Classic Cars,36,57.73,71,2078.28,2073.99,2005,5,Sunday,-4.29,-0.0
10110,2003-03-18,Manchester,Isle of Wight,EMEA,EC2 5NT,S24_1046,Classic Cars,36,85.25,73,3069.0,3055.3,2003,3,Tuesday,-13.7,-0.0
10124,2003-05-21,Las Vegas,NV,No asignado,83030,S24_1046,Classic Cars,22,77.9,73,1713.8,1705.54,2003,5,Wednesday,-8.26,-0.0
10148,2003-09-11,North Sydney,NSW,APAC,2060,S24_1046,Classic Cars,25,60.26,73,1506.5,1543.8,2003,9,Thursday,37.3,0.02
10161,2003-10-17,Aaarhus,No asignado,EMEA,8200,S24_1046,Classic Cars,37,72.76,73,2692.12,2682.52,2003,10,Friday,-9.6,-0.0
10172,2003-11-05,Bridgewater,CT,No asignado,97562,S24_1046,Classic Cars,32,75.69,73,2422.08,2412.79,2003,11,Wednesday,-9.29,-0.0
10182,2003-11-12,San Rafael,CA,No asignado,97562,S24_1046,Classic Cars,47,74.22,73,3488.34,3499.63,2003,11,Wednesday,11.29,0.0
10192,2003-11-20,Nashua,NH,No asignado,62005,S24_1046,Classic Cars,37,69.82,73,2583.34,2573.52,2003,11,Thursday,-9.82,-0.0
10204,2003-12-02,NYC,NY,No asignado,10022,S24_1046,Classic Cars,20,62.47,73,1249.4,1276.93,2003,12,Tuesday,27.53,0.02
10212,2004-01-16,Madrid,No asignado,EMEA,28034,S24_1046,Classic Cars,41,82.31,73,3374.71,3374.93,2004,1,Friday,0.22,0.0
10226,2004-02-26,San Diego,CA,No asignado,91217,S24_1046,Classic Cars,21,60.26,73,1265.46,1252.26,2004,2,Thursday,-13.2,-0.01
10241,2004-04-13,Strasbourg,No asignado,EMEA,67000,S24_1046,Classic Cars,22,76.43,73,1681.46,1686.78,2004,4,Tuesday,5.32,0.0
10267,2004-07-07,NYC,NY,No asignado,10022,S24_1046,Classic Cars,40,80.1,73,3204.0,3210.22,2004,7,Wednesday,6.22,0.0
10279,2004-08-09,Madrid,No asignado,EMEA,28034,S24_1046,Classic Cars,32,74.96,73,2398.72,2395.35,2004,8,Monday,-3.37,-0.0
10288,2004-09-01,Singapore,No asignado,APAC,69045,S24_1046,Classic Cars,36,66.14,73,2381.04,2361.9,2004,9,Wednesday,-19.14,-0.01
